0 -800
0.625815 -799.437
1.25163 -798.873
1.87744 -798.31
2.50326 -797.746
3.12907 -797.183
3.75489 -796.619
4.3807 -796.056
5.00652 -795.492
5.63233 -794.929
6.25815 -794.365
6.88396 -793.802
7.50978 -793.238
8.1356 -792.675
8.76141 -792.111
9.38723 -791.548
10.013 -790.984
10.6389 -790.421
11.2647 -789.857
11.8905 -789.294
12.5163 -788.73
13.1421 -788.167
13.7679 -787.604
14.3937 -787.04
15.0196 -786.477
15.6454 -785.913
16.2712 -785.35
16.897 -784.786
17.5228 -784.223
18.1486 -783.659
18.7745 -783.096
19.4003 -782.532
20.0261 -781.969
20.6519 -781.405
21.2777 -780.842
21.9035 -780.278
22.5294 -779.715
23.1552 -779.151
23.781 -778.588
24.4068 -778.024
25.0326 -777.461
25.6584 -776.897
26.2843 -776.334
26.9101 -775.771
27.5359 -775.207
28.1617 -774.644
28.7875 -774.08
29.4133 -773.517
30.0392 -772.953
30.665 -772.39
31.2908 -771.826
31.9166 -771.263
32.5424 -770.699
33.1682 -770.136
33.7941 -769.572
34.4199 -769.009
35.0457 -768.445
35.6715 -767.882
36.2973 -767.318
36.9231 -766.755
37.549 -766.191
38.1748 -765.628
38.8006 -765.064
39.4264 -764.501
40.0522 -763.938
40.678 -763.374
41.3039 -762.811
41.9297 -762.247
42.5555 -761.684
43.1813 -761.12
43.8071 -760.557
44.4329 -759.993
45.0588 -759.43
45.6846 -758.866
46.3104 -758.303
46.9362 -757.739
47.562 -757.176
48.1878 -756.612
48.8136 -756.049
49.4395 -755.485
50.0653 -754.922
50.6911 -754.358
51.3169 -753.795
51.9427 -753.231
52.5686 -752.668
53.1944 -752.104
53.8202 -751.541
54.446 -750.978
55.0718 -750.414
55.6977 -749.851
56.3235 -749.287
56.9493 -748.724
57.5751 -748.16
58.2009 -747.597
58.8268 -747.033
59.4526 -746.47
60.0784 -745.906
60.7042 -745.343
61.33 -744.779
61.9559 -744.216
62.5817 -743.652
63.2075 -743.089
63.8333 -742.525
64.4591 -741.962
65.0849 -741.398
65.7108 -740.835
66.3366 -740.271
66.9624 -739.708
67.5882 -739.145
68.214 -738.581
68.8398 -738.018
69.4657 -737.454
70.0915 -736.891
70.7173 -736.327
71.3431 -735.764
71.9689 -735.2
72.5948 -734.637
73.2206 -734.073
73.8464 -733.51
74.4722 -732.946
75.0981 -732.383
75.7239 -731.819
76.3497 -731.256
76.9755 -730.692
77.6013 -730.129
78.2272 -729.565
78.853 -729.002
79.4788 -728.438
80.1046 -727.875
80.7305 -727.312
81.3563 -726.748
81.9821 -726.185
82.6079 -725.621
83.2338 -725.058
83.8596 -724.494
84.4854 -723.931
85.1112 -723.367
85.7371 -722.804
86.3629 -722.24
86.9887 -721.677
87.6145 -721.113
88.2404 -720.55
88.8662 -719.986
89.492 -719.423
90.1178 -718.859
90.7437 -718.296
91.3695 -717.732
91.9953 -717.169
92.6211 -716.605
93.2469 -716.042
93.8728 -715.479
94.4986 -714.915
95.1244 -714.352
95.7502 -713.788
96.3761 -713.225
97.0019 -712.661
97.6277 -712.098
98.2535 -711.534
98.8794 -710.971
99.5052 -710.407
100.131 -709.844
100.757 -709.28
101.383 -708.717
102.008 -708.153
102.634 -707.59
103.26 -707.026
103.886 -706.463
104.512 -705.899
105.138 -705.336
105.763 -704.772
106.389 -704.209
107.015 -703.646
107.641 -703.082
108.267 -702.519
108.893 -701.955
109.518 -701.392
110.144 -700.828
110.77 -700.265
111.396 -699.701
112.022 -699.138
112.647 -698.574
113.273 -698.011
113.899 -697.447
114.525 -696.884
115.151 -696.32
115.777 -695.757
116.402 -695.193
117.028 -694.63
117.654 -694.066
118.28 -693.503
118.906 -692.939
119.532 -692.376
120.157 -691.812
120.783 -691.249
121.409 -690.686
122.035 -690.122
122.661 -689.559
123.287 -688.995
123.912 -688.432
124.538 -687.868
125.164 -687.305
125.79 -686.741
126.416 -686.178
127.042 -685.614
127.667 -685.051
128.293 -684.487
128.919 -683.924
129.545 -683.36
130.171 -682.797
130.796 -682.233
131.422 -681.67
132.048 -681.106
132.674 -680.543
133.3 -679.979
133.926 -679.416
134.551 -678.853
135.177 -678.289
135.803 -677.726
136.429 -677.162
137.055 -676.599
137.681 -676.035
138.306 -675.472
138.932 -674.908
139.558 -674.345
140.184 -673.781
140.81 -673.218
141.436 -672.654
142.061 -672.091
142.687 -671.527
143.313 -670.964
143.939 -670.4
144.565 -669.837
145.191 -669.273
145.817 -668.71
146.442 -668.146
147.068 -667.583
147.694 -667.02
148.32 -666.456
148.946 -665.893
149.572 -665.329
150.197 -664.766
150.823 -664.202
151.449 -663.639
152.075 -663.075
152.701 -662.512
153.327 -661.948
153.952 -661.385
154.578 -660.821
155.204 -660.258
155.83 -659.694
156.456 -659.131
157.082 -658.567
157.707 -658.004
158.333 -657.44
158.959 -656.877
159.585 -656.313
160.211 -655.75
160.837 -655.187
161.462 -654.623
162.088 -654.06
162.714 -653.496
163.34 -652.933
163.966 -652.369
164.592 -651.806
165.218 -651.242
165.843 -650.679
166.469 -650.115
167.095 -649.552
167.721 -648.988
168.347 -648.425
168.973 -647.861
169.598 -647.298
170.224 -646.734
170.85 -646.171
171.476 -645.607
172.102 -645.044
172.728 -644.48
173.353 -643.917
173.979 -643.354
174.605 -642.79
175.231 -642.227
175.857 -641.663
176.483 -641.1
177.108 -640.536
177.734 -639.973
178.36 -639.409
178.986 -638.846
179.612 -638.282
180.238 -637.719
180.864 -637.155
181.489 -636.592
182.115 -636.028
182.741 -635.465
183.367 -634.901
183.993 -634.338
184.619 -633.774
185.245 -633.211
185.87 -632.647
186.496 -632.084
187.122 -631.521
187.748 -630.957
188.374 -630.394
189 -629.83
189.626 -629.267
190.251 -628.703
190.877 -628.14
191.503 -627.576
192.129 -627.013
192.755 -626.449
193.381 -625.886
194.007 -625.322
194.632 -624.759
195.258 -624.195
195.884 -623.632
196.51 -623.068
197.136 -622.505
197.762 -621.941
198.388 -621.378
199.013 -620.814
199.639 -620.251
200.265 -619.688
200.891 -619.124
201.517 -618.561
202.143 -617.997
202.769 -617.434
203.394 -616.87
204.02 -616.307
204.646 -615.743
205.272 -615.18
205.898 -614.616
206.524 -614.053
207.15 -613.489
207.775 -612.926
208.401 -612.362
209.027 -611.799
209.653 -611.235
210.279 -610.672
210.905 -610.108
211.531 -609.545
212.157 -608.981
212.782 -608.418
213.408 -607.854
214.034 -607.291
214.66 -606.728
215.286 -606.164
215.912 -605.601
216.538 -605.037
217.163 -604.474
217.789 -603.91
218.415 -603.347
219.041 -602.783
219.667 -602.22
220.293 -601.656
220.919 -601.093
221.545 -600.529
222.17 -599.966
222.796 -599.402
223.422 -598.839
224.048 -598.275
224.674 -597.712
225.3 -597.148
225.926 -596.585
226.552 -596.021
227.177 -595.458
227.803 -594.895
228.429 -594.331
229.055 -593.768
229.681 -593.204
230.307 -592.641
230.933 -592.077
231.559 -591.514
232.185 -590.95
232.81 -590.387
233.436 -589.823
234.062 -589.26
234.688 -588.696
235.314 -588.133
235.94 -587.569
236.566 -587.006
237.192 -586.442
237.818 -585.879
238.443 -585.315
239.069 -584.752
239.695 -584.188
240.321 -583.625
240.947 -583.062
241.573 -582.498
242.199 -581.935
242.825 -581.371
243.451 -580.808
244.076 -580.244
244.702 -579.681
245.328 -579.117
245.954 -578.554
246.58 -577.99
247.206 -577.427
247.832 -576.863
248.458 -576.3
249.084 -575.736
249.71 -575.173
250.335 -574.609
250.961 -574.046
251.587 -573.482
252.213 -572.919
252.839 -572.355
253.465 -571.792
254.091 -571.229
254.717 -570.665
255.343 -570.102
255.969 -569.538
256.595 -568.975
257.22 -568.411
257.846 -567.848
258.472 -567.284
259.098 -566.721
259.724 -566.157
260.35 -565.594
260.976 -565.03
261.602 -564.467
262.228 -563.903
262.854 -563.34
263.48 -562.776
264.106 -562.213
264.731 -561.649
265.357 -561.086
265.983 -560.522
266.609 -559.959
267.235 -559.396
267.861 -558.832
268.487 -558.269
269.113 -557.705
269.739 -557.142
270.365 -556.578
270.991 -556.015
271.617 -555.451
272.243 -554.888
272.869 -554.324
273.494 -553.761
274.12 -553.197
274.746 -552.634
275.372 -552.07
275.998 -551.507
276.624 -550.943
277.25 -550.38
277.876 -549.816
278.502 -549.253
279.128 -548.689
279.754 -548.126
280.38 -547.562
281.006 -546.999
281.632 -546.436
282.258 -545.872
282.884 -545.309
283.51 -544.745
284.136 -544.182
284.762 -543.618
285.387 -543.055
286.013 -542.491
286.639 -541.928
287.265 -541.364
287.891 -540.801
288.517 -540.237
289.143 -539.674
289.769 -539.11
290.395 -538.547
291.021 -537.983
291.647 -537.42
292.273 -536.856
292.899 -536.293
293.525 -535.729
294.151 -535.166
294.777 -534.603
295.403 -534.039
296.029 -533.476
296.655 -532.912
297.281 -532.349
297.907 -531.785
298.533 -531.222
299.159 -530.658
299.785 -530.095
300.411 -529.531
301.037 -528.968
301.663 -528.404
302.289 -527.841
302.915 -527.277
303.541 -526.714
304.167 -526.15
304.793 -525.587
305.419 -525.023
306.045 -524.46
306.671 -523.896
307.297 -523.333
307.923 -522.77
308.549 -522.206
309.175 -521.643
309.801 -521.079
310.427 -520.516
311.053 -519.952
311.679 -519.389
